NAMESPACE                     LAST SEEN   TYPE      REASON                         OBJECT                                                      MESSAGE
kube-system                   2m21s       Normal    Started                        pod/konnectivity-agent-7f74769845-82h75                     Container started
gmp-system                    2m21s       Normal    Pulling                        pod/collector-6x82c                                         Pulling image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/prometheus-engine/prometheus:v2.53.5-gmp.5-gke.1@sha256:68038912eddca33347de1e85ffae8b785832303875957bd58d579a52ce8b6f93"
kube-system                   2m21s       Normal    Pulling                        pod/pdcsi-node-mbggj                                        Pulling image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/csi-node-driver-registrar:v2.15.0-gke.34@sha256:b38f4e46ad46c1f83f550d695812296b8d2d6a211c3fc0633f28979b0e958516"
kube-system                   2m21s       Normal    Started                        pod/pdcsi-node-mbggj                                        Container started
kube-system                   2m21s       Normal    Created                        pod/pdcsi-node-mbggj                                        Container created
kube-system                   2m21s       Normal    Created                        pod/pdcsi-node-gpwj6                                        Container created
kube-system                   2m21s       Normal    Pulled                         pod/pdcsi-node-gpwj6                                        Successfully pulled image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/gke-metrics-collector:20250311_2300_RC0@sha256:e6713a8266629d9e103f7b2c7715bf510170fe28ebe2dc341327fa5e6a0facde" in 5.217s (7.35s including waiting). Image size: 25809711 bytes.
kube-system                   2m21s       Normal    Started                        pod/fluentbit-gke-r2kmp                                     Container started
kube-system                   2m21s       Normal    Started                        pod/node-local-dns-8sv7q                                    Container started
kube-system                   2m21s       Normal    Created                        pod/node-local-dns-8sv7q                                    Container created
kube-system                   2m21s       Normal    Pulling                        pod/konnectivity-agent-7f74769845-82h75                     Pulling image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/proxy-agent:v0.35.0-gke.1@sha256:2065f91ef5b24b14f6b9da1f1eedf83895d5167918a93cb1770c1124e4ab038d"
kube-system                   2m21s       Normal    Pulled                         pod/fluentbit-gke-r2kmp                                     Container image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/node_token_broker/init:gke_node_token_broker_init_20260222.00_p0@sha256:f1538ec13c7dbe0e95cd5aab7a25c29280d41a3909d86d400b43d66b54642da8" already present on machine and can be accessed by the pod
kube-system                   2m21s       Normal    Created                        pod/fluentbit-gke-r2kmp                                     Container created
kube-system                   2m21s       Normal    Pulled                         pod/node-local-dns-8sv7q                                    Container image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/node_token_broker/init:gke_node_token_broker_init_20260422.00_p0@sha256:4ceac22ea251c0996e6f58165c9b79b44bd98de251a4b38ffaf072a89974671c" already present on machine and can be accessed by the pod
kube-system                   2m20s       Normal    Started                        pod/pdcsi-node-gpwj6                                        Container started
gmp-system                    2m20s       Normal    Created                        pod/collector-hxrzl                                         Container created
kube-system                   2m20s       Normal    Pulling                        pod/pdcsi-node-7j7mq                                        Pulling image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/gke-metrics-collector:20250311_2300_RC0@sha256:e6713a8266629d9e103f7b2c7715bf510170fe28ebe2dc341327fa5e6a0facde"
kube-system                   2m20s       Normal    Pulled                         pod/pdcsi-node-7j7mq                                        Successfully pulled image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/gcp-compute-persistent-disk-csi-driver:v1.23.1-gke.20@sha256:fc65b739e47e804ec6c93f4a2a8d8a2dbcaa2c1dd91f082fdb0c4266856d12ce" in 17.532s (22.983s including waiting). Image size: 124338789 bytes.
gmp-system                    2m20s       Normal    Started                        pod/collector-hxrzl                                         Container started
kube-system                   2m20s       Normal    Started                        pod/pdcsi-node-7j7mq                                        Container started
gmp-system                    2m20s       Normal    Started                        pod/collector-vvkm4                                         Container started
gmp-system                    2m20s       Normal    Pulled                         pod/collector-vvkm4                                         Successfully pulled image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/node_token_broker/init:gke_node_token_broker_init_20260609.00_p0@sha256:3d097c8c5b03556dd0328d04d0f25d79f130edae640bb3ea54e1fad5c59b5832" in 1.259s (2.445s including waiting). Image size: 3379254 bytes.
kube-system                   2m20s       Normal    Pulling                        pod/pdcsi-node-gpwj6                                        Pulling image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/csi-node-driver-registrar:v2.15.0-gke.34@sha256:b38f4e46ad46c1f83f550d695812296b8d2d6a211c3fc0633f28979b0e958516"
kube-system                   2m20s       Normal    Created                        pod/pdcsi-node-7j7mq                                        Container created
kube-system                   2m20s       Normal    Pulled                         pod/event-exporter-gke-7c667c5978-z7t29                     Successfully pulled image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/prometheus-to-sd:v0.12.4-gke.15@sha256:7dd72843f37ededcf042226fc1b88ef123c0bbb5fd7601c22bc6b8ddb5bb4216" in 4.515s (17.852s including waiting). Image size: 37031352 bytes.
kube-system                   2m20s       Normal    Started                        pod/gke-metrics-agent-4xssv                                 Container started
gmp-system                    2m20s       Normal    Created                        pod/collector-vvkm4                                         Container created
kube-system                   2m20s       Normal    Pulled                         pod/gke-metrics-agent-dgzsg                                 Container image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/node_token_broker/init:gke_node_token_broker_init_20260312.00_p0@sha256:d31f982e00598633fd2e94787f76894e29e80a3d87f5e15eacfc42b40e866de8" already present on machine and can be accessed by the pod
gmp-system                    2m20s       Normal    Pulled                         pod/collector-hxrzl                                         Successfully pulled image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/gke-distroless/bash:gke_distroless_20260601.00_p0@sha256:3a4553b24025243918522d0deafeaf325410aae5f682723cdc32e0cbf786a6cd" in 241ms (14.41s including waiting). Image size: 18877251 bytes.
kube-system                   2m20s       Normal    Pulled                         pod/gke-metrics-agent-4xssv                                 Successfully pulled image "us-central1-artifactregistry.gcr.io/gke-release/gke-release/gke-metrics-collector:20250807_2300_RC0@sha256:aa1ed41571fa937da61b5bcd7cf842981c7f026b516c18655bc2f3a9362b1fa5" in 4.607s (10.597s including waiting). Image size: 25459396 bytes.
kube-system                   2m20s       Normal    Created                        pod/gke-metrics-agent-4xssv                                 Container created
gmp-system                    2m20s       Normal    Started                        pod/collector-zzbjt                                         Container started
